位	1046015
低	209007
住	237716
佐	3965
佑	1252
体	33526
佔	0
何	123576
佖	1
佗	50
佘	469
余	14602
佚	106
佛	27074
作	182874
佝	10
佞	137
佟	205
你	1144786
佣	2170
佥	73
克	7563
兌	0
免	76562
兑	19936
兵	29201
冏	348
况	268
冶	185
冷	69054
冻	12238
初	188413
删	7615
判	54891
別	0
刨	1356
利	23214
刪	0
别	126625
刬	2
刭	1
助	16012
努	718
劫	10048
劬	11
劭	47
励	668
劲	9738
劳	8558
匣	422
医	15926
卣	22
卤	6918
即	448341
却	1282724
卵	10102
县	259013
君	27252
吝	68
吞	14204
吟	2015
吠	3224
吡	0
吣	3
否	2045
吧	174462
吨	65700
吩	28
含	82597
听	217668
吭	643
吮	242
启	13535
吱	575
吲	2
吳	0
吴	58579
吵	21948
吶	0
吸	26628
吹	35094
吻	20727
吼	4128
吽	77
吾	11216
呀	43602
呂	0
呃	1584
呆	5240
呇	17
呈	36918
告	30434
呋	16
呎	0
呐	2288
呒	3420
呓	14
呔	43
呕	1369
呖	3965
呗	472
员	20688
呙	4
呛	14837
呜	1458
囤	712
囪	0
囫	4
园	43201
困	14810
囱	40
围	15251
囵	6
圻	24
圾	61
址	5269
坂	2519
均	308394
坉	3
坊	1373
坋	3
坌	26
坍	842
坎	843
坏	56501
坐	162643
坑	9176
坒	3
块	136582
坚	6872
坛	1904
坜	3925
坝	4331
坞	58
坟	3495
坠	6652
壯	0
声	75318
壳	22908
夾	0
奁	32
奂	59
妊	159
妒	391
妓	1690
妖	2469
妗	34
妘	42
妙	16607
妝	0
妞	1416
妣	17
妤	628
妥	409
妧	6
妨	91
妩	8
妪	67
妫	12
孚	291
孛	10
孜	100
孝	3096
宋	63650
完	36173
宏	4583
寿	4585
尨	12
尪	1301
尬	1865
尾	31468
尿	17012
局	214586
屁	1880
层	122540
屃	0
岈	0
岊	1
岌	9
岐	351
岑	394
岔	895
岖	6
岗	3720
岘	56
岙	4
岚	2510
岛	55511
岜	0
岍	7
巫	2026
希	1770
帏	22
帐	22756
庇	264
床	64923
庋	3
序	13083
庐	552
庑	115
库	2787
应	744776
廷	3363
弃	27586
弄	20905
弟	4579
张	447318
形	5180
彤	294
彷	345
役	43747
彻	414
忌	9131
忍	19945
忐	5
忑	1
忒	184
志	15010
忘	49712
忡	8
忤	40
忧	5055
忪	5
快	304764
忭	1
忮	210
忱	124
忳	2
忸	68
忺	0
忻	84
忾	8
怀	15171
怃	8
怄	0
怅	70
怆	21
我	3383355
戒	23520
扭	3373
扮	15585
扯	7747
扰	5715
扳	1213
扶	12969
批	191254
扺	460
扼	171
扽	0
找	330347
技	3659
抃	3
抄	7743
抉	22
把	1081314
抑	1585
抒	661
抓	70621
抔	36
投	99462
抖	4109
抗	50157
折	93954
抚	1842
抛	9422
抟	77
抠	992
抡	755
抢	112276
护	134147
报	156256
㧑	1
攸	185
改	73325
攻	19678
旰	6
旱	7656
旴	0
旵	0
时	2398808
旷	238
旸	179
更	1578287
杄	0
杆	64295
杈	88
杉	2848
杌	18
李	97409
杏	1474
材	4631
村	75058
杓	336
杕	0
杖	3365
杙	88
杜	4810
杞	250
束	5633
杠	1158
条	308899
来	2036265
杧	0
杨	40365
杩	7
极	183413
欤	182
步	92868
歼	1282
每	1799836
毐	132
氙	135
氚	82
求	102539
汞	5593
汧	4
汨	13
汩	22
汪	14308
汫	58
汭	2
汰	1391
汲	332
汴	811
汶	1065
汹	27
決	0
汽	5376
汾	211
沁	2016
沂	191
沃	619
沄	129
沅	284
沆	260
沇	2
沈	7847
沉	9979
沌	4
沏	306
沐	651
沒	0
沔	15
沖	0
沘	4
沙	21910
沚	10
沛	1022
沟	7772
没	861381
沣	312
沤	316
沥	755
沦	204
沧	78
沨	2
沩	20
沪	4572
灵	13440
灶	4353
灸	199
灼	340
災	0
灾	67092
灿	532
炀	32
牠	0
牡	1555
牢	5011
牤	0
状	9302
犹	16264
狁	3
狂	27060
狃	10
狄	1413
狈	19
玒	2
玓	90
玕	3
玖	310
玘	1
玙	1
玚	14
玛	1765
甫	26414
甬	75
男	210423
甸	132
町	1763
疔	53
疖	55
疗	1068
皁	0
皂	1388
盯	18901
矣	11011
矶	101
禿	0
秀	22390
私	15677
秃	2292
究	3484
穷	19188
系	140355
纶	293
纬	14346
纭	13
纮	137
纯	41068
纰	6
纱	2609
纲	3728
纳	5169
纴	3
纵	9314
纷	7635
纸	61751
纹	4916
纺	458
纻	18
纼	0
纽	7176
纾	6768
罕	3345
肓	10
肖	1496
肘	1438
肚	11088
肛	78
肝	31434
肟	0
肠	9239
良	2258
芃	278
芄	0
芈	62
芊	99
芋	1787
芍	18
芎	1352
芏	0
芑	11
芒	941
芗	49
虬	45
見	0
觃	0
角	31801
言	180244
证	18448
诂	9
诃	12
评	6640
诅	93
识	7531
诇	5
诈	3200
诉	9666
诊	2012
诋	98
诌	35
词	30108
诎	5
诏	362
诐	7
译	13784
诒	132
谷	13636
豆	14047
豕	111
豸	45
貝	0
贡	234
财	16387
赤	1964
走	306671
足	21182
身	287452
車	0
轩	882
轪	2
轫	24
辛	4574
辰	1989
巡	6995
达	346932
辿	5
迁	17672
迂	180
迄	80379
迅	419
迆	18
过	1012301
迈	1257
邑	2221
邠	13
邡	2
邢	951
那	761079
邦	2720
邨	18
邪	4347
邬	352
酉	1251
里	876237
针	18999
钉	7044
钊	76
钋	111
钌	31
闰	1272
闱	494
闲	9676
闳	137
间	487623
闵	948
闶	0
闷	18475
阪	2519
阮	11644
阱	15
防	62072
阳	10246
阴	7235
阵	47148
阶	2888
韧	316
飏	44
饨	8
饩	32
饪	15
饫	39
饬	739
饭	54614
饮	7501
驱	4751
驲	4
驳	3391
驴	2376
鸠	484
鸡	78002
麦	6603
龟	17256
並	0
丧	4679
乖	9284
乳	5339
乸	0
事	673829
些	284477
亞	0
亟	2172
享	37627
京	6423
佩	3466
佬	243
佯	202
佰	257
佳	82189
佴	26
併	0
佶	66
佸	1
佺	5
佻	18
佼	309
佽	8
佾	326
使	310633
侁	0
侂	0
侃	142
侄	867
來	0
侈	231
侉	10
例	120084
侍	2196
侏	44
侑	156
侔	17
侖	0
侗	51
侘	24
供	155033
依	477047
侠	2542
侣	236
侥	21
侦	1275
侧	53361
侨	1373
侩	3
侪	59
侬	191
㑊	0
兒	0
兔	11490
兕	12
兖	20
兩	0
其	660273
具	223861
典	342
冼	89
冽	650
净	14941
凭	52016
凯	2270
函	5042
刮	10357
到	2787239
刳	12
制	56972
刷	21811
券	6042
刹	115
刺	19399
刻	34687
刽	5
刿	18
剀	42
剁	2001
剂	9713
劼	17
劾	48
势	12126
匦	1482
匼	0
卑	962
卒	1751
卓	2723
協	0
单	87845
卖	201058
卦	1149
卧	5659
卷	32427
卸	5140
卹	0
卺	0
厕	348
叁	2848
参	4824
叔	2437
叕	0
取	70928
受	522921
变	175037
呢	201297
呣	36
呤	206
呦	664
周	380115
呱	316
味	26399
呵	3314
呶	23
呷	5466
呸	512
呻	14
呼	28957
命	51011
咀	58
咂	135
咄	15
咆	15
咇	0
咉	0
咋	256
和	3518013
咍	10
咎	320
咏	1101
咐	20
咒	2423
咔	45
咕	7319
咖	10512
咙	110
咚	1364
咛	9
咝	0
囷	6
囹	3
固	5570
国	600291
图	103587
坡	6210
坤	1092
坥	0
坦	417
坨	1243
坩	31
坪	127087
坫	8
坬	0
坭	4
坯	1544
坰	0
坳	123
坷	957
坻	1
坼	21
坽	5
垂	3016
垃	976
垄	251
垆	14
垈	0
备	11050
夜	117622
奄	47
奇	43155
奈	10920
奉	13575
奋	222
奔	10228
妭	0
妮	3494
妯	10
妲	338
妳	0
妹	34986
妻	49637
妾	1418
姆	371
姈	8
姊	16873
始	23992
姍	0
姐	13738
姑	2767
姒	9
姓	54984
委	18581
姗	552
孟	2035
孢	83
季	318508
孤	4384
孥	36
学	173174
宓	214
宕	29
宗	24085
官	38477
宙	84
定	60109
宛	681
宜	42749
宝	47771
实	42514
宠	1909
审	56021
尚	114601
屄	77
居	46864
屆	0
屈	1555
屉	87
届	279279
岞	0
岠	0
岡	0
岢	3
岣	0
岨	0
岩	4035
岫	199
岬	329
岭	1428
岱	623
岳	2200
岵	3
岷	81
岸	32267
岽	0
岿	0
峁	0
峂	0
峃	0
峄	13
帑	64
帔	30
帕	407
帖	3873
帘	691
帙	64
帚	147
帛	206
帜	135
幸	13621
底	355828
庖	125
店	150204
庙	65130
庚	354
府	23594
庞	501
废	23432
延	9777
弆	0
弢	3
弥	1445
弦	7276
弧	1103
弨	0
弩	330
彔	0
录	13691
彼	6541
彿	0
往	224005
征	25494
徂	27
径	1611
忝	119
忞	13
忠	5406
念	81836
忽	12095
忿	596
态	497
怂	8
怊	0
怍	41
怏	5
怔	480
怕	147527
怖	36
怙	47
怛	4
怜	809
怡	1123
怦	15
性	78586
怩	60
怪	41856
怫	0
怯	420
怵	19
怿	35
戔	0
戕	39
或	1502848
戗	17
戽	55
戾	75
房	60762
所	1126531
承	2367
抨	143
披	7652
抬	12263
抱	60775
抵	40760
抹	14432
抻	19
押	18419
抽	44419
抿	824
拂	1897
拃	0
拄	3534
担	4617
拆	34612
拇	167
拈	1151
拉	71660
拊	42
拋	0
拌	9501
拍	143810
拎	6163
拐	5049
拑	0
拒	25612
拓	2547
拔	12359
拖	40160
拗	2778
拘	5379
拙	968
拚	51545
招	41633
拟	39317
拢	4190
拣	2035
拤	0
拥	9753
拦	6878
拧	822
拨	29958
择	12511
㧟	0
攽	2
放	197152
斧	1995
斩	5009
於	1255184
旺	23411
旻	619
旿	0
昀	183
昂	762
昃	11
昄	1
昆	1056
昇	1139
昈	0
昉	14
昊	222
昌	1087
明	63371
昏	2014
昒	1
易	82582
昔	463
昕	377
昙	51
朋	1531
服	16851
杪	33
杭	617
杯	65479
杰	10270
東	0
杲	7
杳	235
杵	1280
杷	60
杻	1
杼	3
松	32883
板	5020
构	5004
枅	0
枇	11
枉	3019
枋	576
枍	0
析	152
枕	6624
林	116704
枘	29
枚	28258
果	11971
枝	18433
枞	54
枢	195
枣	3984
枥	21
枧	1
枨	6
枪	87068
枫	6596
枭	585
㭎	4
欣	4297
欧	41541
武	4686
歧	257
歿	0
殁	556
殴	2906
氓	30
氛	96
沓	171
沫	106
沭	8
沮	54
沱	137
河	50554
沸	421
油	103622
沺	5
治	33956
沼	213
沽	1052
沾	18562
沿	59153
況	0
泂	2
泃	0
泄	3035
泅	145
泇	2
泊	4388
泌	88
泐	5
泓	449
泔	39
法	137218
泖	5
泗	78
泙	9
泛	18576
泜	2
泞	25
泠	220
泡	41705
波	120898
泣	475
泥	14669
注	31309
泪	20025
泫	10
泮	145
泯	311
泱	30
泳	1216
泷	349
泸	115
泺	3
泻	2077
泼	6053
泽	963
泾	96
炅	22
炆	435
炉	13079
炊	1913
炌	0
炎	832
炒	44515
炔	880
炕	638
炖	10828
炘	68
炙	1515
炜	345
炝	68
爬	21873
爭	0
爸	38993
版	56510
牥	0
牦	280
牧	5199
物	27783
狀	0
狉	1
狍	5
狎	121
狐	6246
狒	89
狗	141378
狙	551
狝	87
狞	11
玞	0
玟	284
玠	88
玡	3
玢	5
玤	0
玥	311
玦	28
玨	66
玩	166841
玫	407
玭	1
玮	1440
环	21679
现	72296
玱	10
画	102198
甽	12
甾	3
畀	36
畅	1276
疙	10
疚	47
疝	218
疟	426
疠	68
疡	78
的	41812250
盂	125
盱	30
盲	10260
直	118534
知	232208
矸	210
矻	4
矼	3
矽	2472
矾	153
矿	3684
砀	22
码	20789
社	12971
祀	859
祁	284
祃	7
秆	138
秈	0
秉	1158
穸	12
穹	92
空	57554
竺	121
籴	30
糾	0
线	158421
绀	13
绁	2
绂	7
练	43891
组	169255
绅	364
细	24030
织	4797
终	29765
绉	170
绊	594
绋	2
绌	92
绍	203
绎	94
经	443092
绐	12
罔	149
罗	12692
羋	0
羌	854
者	1247039
耵	18
肃	461
肏	41
股	138836
肢	3918
肤	8759
肥	17607
肩	31903
肪	45
肫	62
肭	2
肮	18
肯	38149
肱	256
育	4220
肴	184
肷	0
肸	3
肺	19383
肼	0
肽	134
肾	27808
肿	5490
胀	2638
胁	458
臥	0
臾	3
舍	9106
舠	4
艰	1362
芘	19
芙	875
芜	146
芝	1859
芟	6
芠	7
芡	314
芣	4
芤	2
芥	299
芦	580
芨	1
芩	178
芪	0
芫	205
芬	453
芭	408
芮	317
芯	2350
芰	10
花	306456
芳	506
芴	4
芷	503
芸	1666
芹	698
芼	16
芽	5630
芾	25
苁	3
苄	0
苇	253
苈	18
苉	0
苊	0
苋	196
苌	15
苍	670
苎	14
苏	55344
虎	41200
虏	165
虮	4
虯	0
虱	1330
补	45070
表	70207
规	1184
觅	9260
诓	1465
诔	7
试	74569
诖	0
诗	50255
诘	203
诙	16
诚	5707
诛	714
诜	4
话	192040
诞	144
诟	63
诠	402
诡	138
询	3902
诣	147
诤	30
该	1025260
详	16047
诧	47
诨	48
诩	15
责	13164
贤	4294
败	63458
账	618
货	48905
质	9961
贩	1505
贪	30260
贫	12720
贬	11914
购	66581
贮	456
贯	1565
軋	0
转	109657
轭	167
轮	72417
软	37199
轰	19894
迎	22928
运	24829
近	444999
迓	422
返	64241
迕	5
还	2605874
这	4024392
进	119370
远	187859
违	10947
连	475333
迟	28954
邮	1130
邯	319
邰	402
邱	19020
邲	1
邳	67
邴	24
邵	1823
邶	1
邸	731
邹	8385
邺	163
邻	17423
采	162390
金	171292
钍	214
钎	1
钏	67
钐	5
钒	183
钓	4796
钔	1
钕	105
钖	62
钗	879
長	0
門	0
闸	3093
闹	27209
阜	627
阻	1278
阼	3
阽	4
阿	7520
陀	1242
陂	184
附	21712
际	70279
陆	18652
陇	290
陈	218311
陉	87
隶	1323
隹	18
雨	66451
青	22071
非	353705
顶	67985
顷	2119
饯	16
饰	7849
饱	16807
饲	1726
饳	0
饴	206
驵	2
驶	1000
驷	520
驸	58
驹	676
驺	5
驻	71208
驼	875
驽	103
驾	26336
驿	1320
骀	0
鱼	152223
鸢	1318
鸣	12628
鸤	2
黾	26
齿	5048
临	21219
举	67103
亭	2659
亮	42514
亲	58835
侮	269
侯	4754
侴	0
侵	5802
侶	0
侷	0
侹	2
便	278698
俁	0
係	0
促	6826
俄	10304
俅	11
俊	1764
俍	5
俎	247
俏	6432
俐	163
俑	426
俔	0
俗	7112
俘	276
俙	0
俚	109
俜	0
保	32379
俞	1515
俟	8381
俠	0
信	86564
俣	16
俦	34
俨	806
俩	746
俪	533
俫	0
俭	1483
兗	0
兹	5923
养	92172
冑	120
冒	23168
冠	26975
凃	30
剃	2938
剄	0
剅	0
則	0
削	3652
剋	878
剌	248
前	2004747
剎	0
剐	196
剑	25792
勁	0
勃	345
勇	12301
勉	732
勋	593
匍	27
南	128286
卻	0
厖	9
厘	360
厙	0
厚	18738
叙	1637
叚	0
叛	353
呲	53
咡	0
咣	3
咤	29
咥	0
咦	3367
咧	4628
咨	287
咩	249
咪	927
咫	28
咬	27129
咯	427
咱	6355
咳	4737
咴	0
咸	16704
咺	1
咻	2610
咼	0
咽	2484
咿	255
哀	2895
品	5689
哂	135
哃	3
哄	4584
哆	9746
哇	20084
哈	12607
哉	7374
哌	0
响	21934
哎	2080
哏	484
哐	7
哑	1598
哒	113
哓	8
哔	1186
哕	7
哗	600
哙	16
哚	1
哝	355
哞	165
哟	3651
囿	137
型	27432
垌	3
垍	0
垎	0
垏	0
垒	3404
垓	75
垕	11
垙	0
垚	18
垛	58
垞	18
垟	0
垠	78
垡	0
垢	913
垣	642
垤	3
垦	403
垧	0
垩	17
垫	7135
垭	240
垮	2727
垯	0
垱	0
垲	5
垴	0
垵	206
城	62825
复	18754
奎	2777
奏	2881
奐	0
契	545
奓	2
奕	478
奖	141509
妍	759
姘	63
姚	5462
姜	10270
姝	707
姞	6
姣	43
姤	11
姥	157
姦	0
姨	4780
姪	0
姮	15
姱	3
姶	2
姹	352
姻	100
姽	1
姿	9064
娀	0
威	8622
娃	3594
娅	973
娆	128
娇	4746
娈	13
㛃	0
孩	855
孪	31
客	17229
宣	2506
室	72663
宥	1712
宦	98
宪	7249
宫	15525
封	56382
将	3762186
尜	0
尝	21911
屋	120839
屌	1416
屍	0
屎	5681
屏	4303
峋	3
峒	65
峗	0
峘	0
峙	57
峛	0
峡	329
峣	12
峤	110
峥	155
峦	960
峧	0
巷	39187
帝	9921
帡	12
帥	0
带	389920
帧	1775
幽	2488
庠	105
庤	12
庥	16
度	247566
建	81552
弇	15
弈	962
弭	82
弯	18541
彖	12
彥	0
彦	534
待	123363
徇	121
很	1743212
徉	27
徊	17
律	356
後	0
怎	10714
怒	9814
思	12418
怠	2199
急	63577
怨	5828
总	151487
怼	9
恂	18
恃	643
恆	0
恍	870
恒	3800
恓	8
恔	4
恢	52
恤	10860
恨	15436
恪	287
恫	208
恬	326
恰	5581
恸	547
恹	6
恺	836
恻	24
恼	559
恽	47
战	113680
扁	75140
扂	0
扃	3
拜	28758
括	522
拭	634
拮	93
拯	52
拱	2627
拴	1176
拶	16
拷	166
拼	10098
拽	353
拾	2751
持	112969
挂	57073
指	205795
按	82279
挎	44
挑	37513
挓	0
挖	29431
挝	30
挞	306
挟	9476
挠	189
挡	19116
挣	1126
挤	29025
挥	14764
挦	3
政	4553
故	40089
斫	48
施	21316
既	84123
昝	16
星	58822
映	3534
昡	8
昣	0
昤	3
春	59871
昧	134
昨	305557
昪	0
昫	8
昭	1416
是	11444844
昱	1260
昳	0
昴	44
昵	66
昶	87
昺	12
昼	2047
昽	1
显	22752
曷	43
朏	3
朐	9
枯	4327
枰	25
枱	1183
枲	2
枳	334
枴	0
枵	40
架	48282
枷	215
枸	41
枹	11
柁	5
柃	10
柄	3044
柈	2
柊	28
柏	9133
某	200104
柑	1760
柒	132
染	15346
柔	5418
柖	0
柘	37
柙	12
柚	11876
柜	18374
柝	9
柞	49
柠	183
柢	44
查	54685
柩	176
柬	381
柯	14857
柰	8
柱	9450
柳	6357
柵	0
柷	1
柽	31
柿	3933
栀	118
栅	454
标	16180
栈	2286
栉	106
栊	13
栋	83234
栌	9
栎	724
栏	7779
栐	0
树	144531
㭕	0
歪	6167
殂	50
殃	370
殄	5
殆	761
殇	221
段	284494
毒	62011
毖	26
毗	137
毡	173
氟	1384
氡	54
氢	2886
泉	4796
泚	0
洁	2754
洄	80
洇	12
洈	7
洋	5794
洌	94
洎	23
洑	6
洒	12122
洓	0
洗	56634
洘	5
洙	50
洚	0
洛	544
洞	57501
洢	5
洣	0
津	1056
洧	27
洨	31
洩	0
洪	17200
洫	6
洭	1
洮	78
洱	570
洲	3687
洳	5
洴	7
洵	193
洶	0
洸	23
洹	85
洺	16
活	90572
洼	315
洽	55325
派	101449
洿	0
流	29949
浃	18
浅	13102
浇	6227
浈	14
浉	2
浊	1299
测	24982
浍	6
济	1512
浏	32
浐	2
浑	359
浒	60
浓	17473
浔	47
浕	0
炟	5
炣	0
炫	5187
炬	246
炭	11586
炮	25841
炯	65
炱	6
炳	341
炷	1047
炸	20530
点	445359
為	0
炻	0
炼	2097
炽	3748
烀	0
烁	69
烂	21294
烃	380
爰	325
牁	3
牮	3
牯	586
牲	1372
牴	0
牵	27455
狠	7383
狡	63
狨	47
狩	80
独	27205
狭	2247
狮	21087
狯	1
狰	3
